Sr No,Payer,Dealer Name,Product,Invoice No,Invoice Date,Invoice Amount,Discounting Date,RM/ASE/ASM,Region,Rec, Gross Collection , Balance O/s ,Collection Date,Due Date,Usance till Collection Days,Discounting Tenure,Rate,Disc Chrges for Discouting Tenure,Early Collection Days,Collection Incentive on Amount Received,Net Amount Received
11948,1108690,SUNDARAM MAHADEO AUTOWORLD PVT LTD,CVBU23,719141616,27 Oct 17," 4,23,701 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 4,23,701 ",,14-Jan-18," (43,039)", 75 ,10.05%,"8,749.71"," 43,114 ", -   , -
11949,1108690,SUNDARAM MAHADEO AUTOWORLD PVT LTD,CVBU23,719141663,27 Oct 17," 4,72,629 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
11950,1108690,SUNDARAM MAHADEO AUTOWORLD PVT LTD,CVBU23,719142103,28 Oct 17," 4,51,771 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11951,1108690,SUNDARAM MAHADEO AUTOWORLD PVT LTD,CVBU23,922718086,29 Oct 17," 5,64,233 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 5,64,233 ",,14-Jan-18," (43,039)", 75 ,10.05%,"11,651.80"," 43,114 ", -   , -
11952,1109040,MGT MOTORS PVT LTD,CVBU23,720345015,30 Oct 17," 33,62,636 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,636 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,440.73"," 43,114 ", -   , -
11953,1109040,MGT MOTORS PVT LTD,CVBU23,907129287,30 Oct 17," 25,83,813 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 25,83,813 ",,14-Jan-18," (43,039)", 75 ,10.05%,"53,357.51"," 43,114 ", -   , -
11954,1109040,MGT MOTORS PVT LTD,CVBU23,907129288,30 Oct 17," 25,83,813 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 25,83,813 ",,14-Jan-18," (43,039)", 75 ,10.05%,"53,357.51"," 43,114 ", -   , -
11955,1109040,MGT MOTORS PVT LTD,CVBU23,922718201,31 Oct 17," 22,19,668 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 22,19,668 ",,14-Jan-18," (43,039)", 75 ,10.05%,"45,837.67"," 43,114 ", -   , -
11956,1109040,MGT MOTORS PVT LTD,CVBU23,922718202,31 Oct 17," 22,19,668 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 22,19,668 ",,14-Jan-18," (43,039)", 75 ,10.05%,"45,837.67"," 43,114 ", -   , -
11957,1109040,MGT MOTORS PVT LTD,CVBU23,922718203,31 Oct 17," 22,19,668 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 22,19,668 ",,14-Jan-18," (43,039)", 75 ,10.05%,"45,837.67"," 43,114 ", -   , -
11958,1109040,MGT MOTORS PVT LTD,CVBU23,922718204,31 Oct 17," 22,19,668 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 22,19,668 ",,14-Jan-18," (43,039)", 75 ,10.05%,"45,837.67"," 43,114 ", -   , -
11959,1109040,MGT MOTORS PVT LTD,CVBU23,922718600,31 Oct 17," 12,10,721 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 12,10,721 ",,14-Jan-18," (43,039)", 75 ,10.05%,"25,002.21"," 43,114 ", -   , -
11960,1109040,MGT MOTORS PVT LTD,CVBU23,924663050,30 Oct 17," 34,34,295 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 34,34,295 ",,14-Jan-18," (43,039)", 75 ,10.05%,"70,920.54"," 43,114 ", -   , -
11961,1109040,MGT MOTORS PVT LTD,CVBU23,924663051,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11962,1109040,MGT MOTORS PVT LTD,CVBU23,924663052,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11963,1109040,MGT MOTORS PVT LTD,CVBU23,924663053,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11964,1109040,MGT MOTORS PVT LTD,CVBU23,924663054,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11965,1109040,MGT MOTORS PVT LTD,CVBU23,924663055,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11966,1109040,MGT MOTORS PVT LTD,CVBU23,924663056,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11967,1109040,MGT MOTORS PVT LTD,CVBU23,924663057,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11968,1109040,MGT MOTORS PVT LTD,CVBU23,924663058,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11969,1109040,MGT MOTORS PVT LTD,CVBU23,924663059,30 Oct 17," 33,62,134 ",31-Oct-17,Ankushdeep Wadhwa,EAST,O/s,," 33,62,134 ",,14-Jan-18," (43,039)", 75 ,10.05%,"69,430.36"," 43,114 ", -   , -
11970,1109490,LRN MOTORS PVT LTD,CVBU23,903496402,31 Oct 17," 8,00,282 ",31-Oct-17,Ganesh R,SOUTH,O/s,," 8,00,282 ",,14-Jan-18," (43,039)", 75 ,10.05%,"16,526.37"," 43,114 ", -   , -
11971,1109490,LRN MOTORS PVT LTD,CVBU23,936822734,31 Oct 17," 17,38,801 ",31-Oct-17,Ganesh R,SOUTH,O/s,," 17,38,801 ",,14-Jan-18," (43,039)", 75 ,10.05%,"35,907.42"," 43,114 ", -   , -
11972,1109610,PRERANA MOTORS REGIO,CVBU23,719145324,31 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11973,1109610,PRERANA MOTORS REGIO,CVBU23,719145325,31 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11974,1109610,PRERANA MOTORS REGIO,CVBU23,719145326,31 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11975,1109610,PRERANA MOTORS REGIO,CVBU23,719145327,31 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11976,1109610,PRERANA MOTORS REGIO,CVBU23,719145328,31 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11977,1109610,PRERANA MOTORS REGIO,CVBU23,719145329,31 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11978,1109610,PRERANA MOTORS REGIO,CVBU23,719145439,31 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
11979,1109610,PRERANA MOTORS REGIO,CVBU23,719145441,31 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
11980,1109610,PRERANA MOTORS REGIO,CVBU23,719145442,31 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
11981,1109610,PRERANA MOTORS REGIO,CVBU23,719145444,31 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
11982,1109610,PRERANA MOTORS REGIO,CVBU23,719145446,31 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
11983,1109610,PRERANA MOTORS REGIO,CVBU23,719146072,31 Oct 17," 5,07,876 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 5,07,876 ",,14-Jan-18," (43,039)", 75 ,10.05%,"10,487.98"," 43,114 ", -   , -
11984,1109610,PRERANA MOTORS REGIO,CVBU23,719149249,31 Oct 17," 4,51,953 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,953 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,333.13"," 43,114 ", -   , -
11985,1109610,PRERANA MOTORS REGIO,CVBU23,800821743,31 Oct 17," 2,35,918 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 2,35,918 ",,14-Jan-18," (43,039)", 75 ,10.05%,"4,871.87"," 43,114 ", -   , -
11986,1109610,PRERANA MOTORS REGIO,CVBU23,800821744,31 Oct 17," 2,35,918 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 2,35,918 ",,14-Jan-18," (43,039)", 75 ,10.05%,"4,871.87"," 43,114 ", -   , -
11987,1109610,PRERANA MOTORS REGIO,CVBU23,800821745,31 Oct 17," 2,35,918 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 2,35,918 ",,14-Jan-18," (43,039)", 75 ,10.05%,"4,871.87"," 43,114 ", -   , -
11988,1109610,PRERANA MOTORS REGIO,CVBU23,800821746,31 Oct 17," 2,91,087 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 2,91,087 ",,14-Jan-18," (43,039)", 75 ,10.05%,"6,011.15"," 43,114 ", -   , -
11989,1109610,PRERANA MOTORS REGIO,CVBU23,800821747,31 Oct 17," 2,91,087 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 2,91,087 ",,14-Jan-18," (43,039)", 75 ,10.05%,"6,011.15"," 43,114 ", -   , -
11990,1109610,PRERANA MOTORS REGIO,CVBU23,800821748,31 Oct 17," 2,91,087 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 2,91,087 ",,14-Jan-18," (43,039)", 75 ,10.05%,"6,011.15"," 43,114 ", -   , -
11991,1109610,PRERANA MOTORS REGIO,CVBU23,719140064,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11992,1109610,PRERANA MOTORS REGIO,CVBU23,719140062,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11993,1109610,PRERANA MOTORS REGIO,CVBU23,719140063,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11994,1109610,PRERANA MOTORS REGIO,CVBU23,719141030,27 Oct 17," 4,72,629 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
11995,1109610,PRERANA MOTORS REGIO,CVBU23,719141031,27 Oct 17," 4,72,629 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
11996,1109610,PRERANA MOTORS REGIO,CVBU23,719141032,27 Oct 17," 4,72,629 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
11997,1109610,PRERANA MOTORS REGIO,CVBU23,719140050,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11998,1109610,PRERANA MOTORS REGIO,CVBU23,719140051,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
11999,1109610,PRERANA MOTORS REGIO,CVBU23,719140052,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12000,1109610,PRERANA MOTORS REGIO,CVBU23,719140053,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12001,1109610,PRERANA MOTORS REGIO,CVBU23,719140075,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12002,1109610,PRERANA MOTORS REGIO,CVBU23,719140076,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12003,1109610,PRERANA MOTORS REGIO,CVBU23,719140048,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12004,1109610,PRERANA MOTORS REGIO,CVBU23,719140049,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12005,1109610,PRERANA MOTORS REGIO,CVBU23,719140069,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12006,1109610,PRERANA MOTORS REGIO,CVBU23,719140070,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12007,1109610,PRERANA MOTORS REGIO,CVBU23,719140079,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12008,1109610,PRERANA MOTORS REGIO,CVBU23,719140080,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12009,1109610,PRERANA MOTORS REGIO,CVBU23,719140054,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12010,1109610,PRERANA MOTORS REGIO,CVBU23,719140055,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12011,1109610,PRERANA MOTORS REGIO,CVBU23,719140056,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12012,1109610,PRERANA MOTORS REGIO,CVBU23,719140057,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12013,1109610,PRERANA MOTORS REGIO,CVBU23,719140058,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12014,1109610,PRERANA MOTORS REGIO,CVBU23,719140059,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12015,1109610,PRERANA MOTORS REGIO,CVBU23,719140060,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12016,1109610,PRERANA MOTORS REGIO,CVBU23,719140061,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12017,1109610,PRERANA MOTORS REGIO,CVBU23,719140065,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12018,1109610,PRERANA MOTORS REGIO,CVBU23,719140066,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12019,1109610,PRERANA MOTORS REGIO,CVBU23,719140067,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12020,1109610,PRERANA MOTORS REGIO,CVBU23,719140123,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12021,1109610,PRERANA MOTORS REGIO,CVBU23,719140124,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12022,1109610,PRERANA MOTORS REGIO,CVBU23,719140125,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12023,1109610,PRERANA MOTORS REGIO,CVBU23,719140126,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12024,1109610,PRERANA MOTORS REGIO,CVBU23,719140129,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12025,1109610,PRERANA MOTORS REGIO,CVBU23,719140068,26 Oct 17," 4,51,771 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,51,771 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,329.38"," 43,114 ", -   , -
12026,1109610,PRERANA MOTORS REGIO,CVBU23,719140071,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12027,1109610,PRERANA MOTORS REGIO,CVBU23,719140072,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12028,1109610,PRERANA MOTORS REGIO,CVBU23,719140073,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12029,1109610,PRERANA MOTORS REGIO,CVBU23,719140074,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12030,1109610,PRERANA MOTORS REGIO,CVBU23,719140077,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12031,1109610,PRERANA MOTORS REGIO,CVBU23,719140078,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12032,1109610,PRERANA MOTORS REGIO,CVBU23,719140082,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12033,1109610,PRERANA MOTORS REGIO,CVBU23,719140127,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12034,1109610,PRERANA MOTORS REGIO,CVBU23,719140128,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12035,1109610,PRERANA MOTORS REGIO,CVBU23,719140081,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12036,1109610,PRERANA MOTORS REGIO,CVBU23,719140083,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12037,1109610,PRERANA MOTORS REGIO,CVBU23,719140084,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12038,1109610,PRERANA MOTORS REGIO,CVBU23,719140130,26 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12039,1109610,PRERANA MOTORS REGIO,CVBU23,719141029,27 Oct 17," 4,72,629 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
12040,1109610,PRERANA MOTORS REGIO,CVBU23,719141033,27 Oct 17," 4,72,629 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
12041,1109610,PRERANA MOTORS REGIO,CVBU23,719141034,27 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12042,1109610,PRERANA MOTORS REGIO,CVBU23,719141035,27 Oct 17," 4,72,629 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 4,72,629 ",,14-Jan-18," (43,039)", 75 ,10.05%,"9,760.11"," 43,114 ", -   , -
12043,1109610,PRERANA MOTORS REGIO,CVBU23,719141036,27 Oct 17," 3,84,573 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 3,84,573 ",,14-Jan-18," (43,039)", 75 ,10.05%,"7,941.70"," 43,114 ", -   , -
12044,1109610,PRERANA MOTORS REGIO,CVBU23,737956043,30 Oct 17," 10,15,586 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 10,15,586 ",,14-Jan-18," (43,039)", 75 ,10.05%,"20,972.54"," 43,114 ", -   , -
12045,1109610,PRERANA MOTORS REGIO,CVBU23,737956044,30 Oct 17," 13,46,320 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 13,46,320 ",,14-Jan-18," (43,039)", 75 ,10.05%,"27,802.43"," 43,114 ", -   , -
12046,1109610,PRERANA MOTORS REGIO,CVBU23,936822643,29 Oct 17," 8,08,429 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 8,08,429 ",,14-Jan-18," (43,039)", 75 ,10.05%,"16,694.62"," 43,114 ", -   , -
12047,1109610,PRERANA MOTORS REGIO,CVBU23,986230563,28 Oct 17," 17,38,801 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 17,38,801 ",,14-Jan-18," (43,039)", 75 ,10.05%,"35,907.42"," 43,114 ", -   , -
12048,1109610,PRERANA MOTORS REGIO,CVBU23,986230564,28 Oct 17," 8,11,979 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 8,11,979 ",,14-Jan-18," (43,039)", 75 ,10.05%,"16,767.91"," 43,114 ", -   , -
12049,1109610,PRERANA MOTORS REGIO,CVBU23,986230565,28 Oct 17," 8,11,979 ",31-Oct-17,Manjunatha Balaraju,SOUTH,O/s,," 8,11,979 ",,14-Jan-18," (43,039)", 75 ,10.05%,"16,767.91"," 43,114 ", -   , -
